SMILES,JAK1,pIC50_JAK1,JAK2,pIC50_JAK2,JAK3,pIC50_JAK3,TYK2,pIC50_TYK2
CC(C)(C)OC(=O)[C@@H]1CC[C@](CC#N)(n2nc(Nc3ccc([C@@H](N)C(F)(F)F)cc3)c3c(O)nccc32)CO1,11.7,-1.068185862,30.3,-1.481442629,,,,
CC(C)(C)OC(=O)[C@@H]1CC[C@](CC#N)(n2nc(Nc3ccc([C@H](N)C(F)(F)F)cc3)c3c(O)nccc32)CO1,11.8,-1.071882007,34.5,-1.537819095,,,,
CC(C)(C)OC(=O)[C@@H]1CC[C@](CC#N)(n2nc(Nc3ccc(S(C)(=O)=O)cc3)c3c(O)nccc32)CO1,3.43,-0.53529412,29.3,-1.46686762,,,,
CC(C)(C)OC(=O)[C@H]1CC[C@](O)(c2ccc(Nc3nn([C@@H]4CCCC[C@H]4C#N)c4ccnc(O)c34)cc2)CC1,770,-2.886490725,,,,,,
CC(C)(C)OC(=O)[C@H]1CCC(n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)[C@@H](C#N)C1,17,-1.230448921,464,-2.666517981,,,,
CC(C)(C)OC(=O)[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@@H](C#N)C1,17,-1.230448921,464,-2.666517981,,,,
CC(C)(C)OC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3ccnc(O)c23)cc1,360,-2.556302501,720,-2.857332496,,,,
CC(C)(C)OC(=O)C(C)(C)N1Cc2cc(Nc3nn([C@@H](CC#N)C4CC4)c4ccnc(O)c34)ccc2C1=O,140,-2.146128036,210,-2.322219295,,,,
CC(C)(C)OC(=O)C(C)(C)N1Cc2cc(Nc3nn([C@@H]4CCCC[C@H]4C#N)c4ccnc(O)c34)ccc2S1(=O)=O,100,-2,770,-2.886490725,,,,
CC(C)(C)OC(=O)C(C)(C)N1Cc2cc(Nc3nn(C4(CC#N)CCCC4)c4ccnc(O)c34)ccc2C1=O,0.32,0.494850022,0.74,0.13076828,,,,
CC(C)(C)OC(=O)C1CC[C@@H](C#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,257,-2.409933123,,,,,,
CC(C)(C)OC(=O)C1CC[C@H](C#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7,-0.84509804,50,-1.698970004,,,,
CC(C)(C)OC(=O)C1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,3,-0.477121255,91,-1.959041392,,,,
CC(C)(C)OC(=O)C1CCC(n2cc(C(=N)O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,23,-1.361727836,436,-2.639486489,,,,
CC(C)(C)OC(=O)C1CCC(N2Cc3cc(Nc4nn([C@@H](CC#N)C5CC5)c5ccnc(O)c45)ccc3C2=O)CC1,240,-2.380211242,1000,-3,,,,
CC(C)(C)OC(=O)C1CCC(N2Cc3cc(Nc4nn([C@@H]5CCCC[C@H]5C#N)c5ccnc(O)c45)ccc3C2=O)CC1,220,-2.342422681,1200,-3.079181246,,,,
CC(C)(C)OC(=O)c1ccc(Nc2nn(C3(CC#N)CCCC3)c3ccnc(O)c23)cc1,4.76,-0.677606953,30.5,-1.484299839,,,,
CC(C)(C)OC(=O)C1CCN(S(=O)(=O)c2ccc(Nc3nn([C@@H](CC#N)C4CC4)c4ccnc(O)c34)cc2)CC1,620,-2.792391689,1070,-3.029383778,,,,
CC(C)(C)OC(=O)CC(C)(C)N1Cc2cc(Nc3nn([C@@H]4CCCC[C@H]4C#N)c4ccnc(O)c34)ccc2S1(=O)=O,120,-2.079181246,710,-2.851258349,,,,
CC(C)(C)OC(=O)CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3ccnc(O)c23)cc1,0.36,0.443697499,1.34,-0.127104798,,,,
CC(C)(C)OC(=O)CCN1Cc2cc(Nc3nn([C@@H]4CCCC[C@H]4C#N)c4ccnc(O)c34)ccc2S1(=O)=O,66,-1.819543936,550,-2.740362689,,,,
CC(C)(C)OC(=O)CCN1Cc2ccc(Nc3nn([C@@H]4CCCC[C@H]4C#N)c4ccnc(O)c34)cc2C1,490,-2.69019608,3000,-3.477121255,,,,
CC(C)(C)OC(=O)CN1Cc2cc(Nc3nn([C@@H]4CCCC[C@H]4C#N)c4ccnc(O)c34)ccc2S1(=O)=O,41,-1.612783857,520,-2.716003344,,,,
CC(C)(C)OC(=O)CN1Cc2ccc(Nc3nn([C@@H]4CCCC[C@H]4C#N)c4ccnc(O)c34)cc2C1,330,-2.51851394,2500,-3.397940009,,,,
CC(C)(C)OC(=O)CNC(c1ccc(Nc2nn([C@@H]3COCC[C@H]3C#N)c3ccnc(O)c23)cc1)C(F)(F)F,160,-2.204119983,780,-2.892094603,,,,
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)c1nnc(S(=O)(=O)Cc2cccc(F)c2)o1,,,3741,-3.572987708,,,,
CC(C)(C)OC(=O)N[C@@H]1CC[C@H](C#N)C(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,2,-0.301029996,990,-2.995635195,,,,
CC(C)(C)OC(=O)N[C@@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,16,-1.204119983,170,-2.230448921,,,,
CC(C)(C)OC(=O)N[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,32,-1.505149978,180,-2.255272505,,,,
CC(C)(C)OC(=O)N[C@H]1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,6.6,-0.819543936,260,-2.414973348,,,,
CC(C)(C)OC(=O)N1[C@H]2CC[C@@H]1C[C@H](c1ccc(Nc3nn([C@@H]4CCCC[C@H]4C#N)c4ccnc(O)c34)cc1)C2,2600,-3.414973348,7900,-3.897627091,,,,
CC(C)(C)OC(=O)N1CC(CC#N)(n2[nH]c(=NC3CC3)c3c(O)nccc32)C1,40.8,-1.610660163,2.51,-0.399673721,,,,
CC(C)(C)OC(=O)N1CC(CC#N)(n2[nH]c(=Nc3ccccc3)c3c(O)nccc32)C1,2.23,-0.348304863,25,-1.397940009,,,,
CC(C)(C)OC(=O)N1CC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)n2)C1,2,-0.301029996,5,-0.698970004,,,,
CC(C)(C)OC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)n2)C1,2,-0.301029996,5,-0.698970004,,,,
CC(C)(C)OC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)C1,0.6,0.22184875,7,-0.84509804,,,,
CC(C)(C)OC(=O)N1CC(CC#N)(n2nc(Nc3ccc(F)cc3)c3c(O)nccc32)C1,2.64,-0.421603927,36,-1.556302501,,,,
CC(C)(C)OC(=O)N1CC(CC#N)(n2nc(Nc3ccc(S(C)(=O)=O)cc3)c3c(O)nccc32)C1,0.82,0.086186148,8.55,-0.931966115,,,,
CC(C)(C)OC(=O)N1CC(CC#N)(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,190,-2.278753601,750,-2.875061263,,,,
CC(C)(C)OC(=O)N1CC[C@@](CC#N)(n2[nH]c(=Nc3ccccc3)c3c(O)nccc32)[C@@H](F)C1,0.08,1.096910013,0.08,1.096910013,,,,
CC(C)(C)OC(=O)N1CC[C@@](CC#N)(n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)[C@@H](F)C1,0.05,1.301029996,0.2,0.698970004,,,,
CC(C)(C)OC(=O)N1CC[C@@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](F)C1,2,-0.301029996,32,-1.505149978,,,,
CC(C)(C)OC(=O)N1CC[C@@](CC#N)(n2nc(Nc3ccc([C@H](O)C(F)(F)F)cc3)c3c(O)nccc32)[C@@H](F)C1,0.15,0.823908741,0.14,0.853871964,,,,
CC(C)(C)OC(=O)N1CC[C@@](CC#N)(n2nc(Nc3ccc(S(C)(=O)=O)cc3)c3c(O)nccc32)[C@@H](F)C1,0.09,1.045757491,0.35,0.455931956,,,,
CC(C)(C)OC(=O)N1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C(C)(C)C)S4(=O)=O)c3c(O)nccc32)[C@@H](F)C1,0.15,0.823908741,0.19,0.721246399,,,,
CC(C)(C)OC(=O)N1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(CC(F)(F)F)S4(=O)=O)c3c(O)nccc32)[C@@H](F)C1,0.2,0.698970004,0.25,0.602059991,,,,
CC(C)(C)OC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)C1,5,-0.698970004,41,-1.612783857,,,,
CC(C)(C)OC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)C1,6,-0.77815125,39,-1.591064607,,,,
CC(C)(C)OC(=O)N1CC[C@@H](c2cccc(N=c3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4[nH]3)c2)[C@@H](O)C1,,,1.35,-0.130333768,,,,
CC(C)(C)OC(=O)N1CC[C@@H](n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)[C@@H](C#N)C1,108,-2.033423755,1270,-3.103803721,,,,
CC(C)(C)OC(=O)N1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)[C@@H](C#N)C1,154,-2.187520721,841,-2.924795996,,,,
CC(C)(C)OC(=O)N1CC[C@@H]2[C@H]1CCCN2c1cnc(C(N)=O)c(Nc2ccc(C3CCN(C4CCCC4)CC3)cc2)n1,,,,,57,-1.755874856,,
CC(C)(C)OC(=O)N1CC[C@](CC#N)(n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)[C@@H](F)C1,2,-0.301029996,83,-1.919078092,,,,
CC(C)(C)OC(=O)N1CC[C@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@@H](F)C1,2,-0.301029996,25,-1.397940009,,,,
CC(C)(C)OC(=O)N1CC[C@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](F)C1,0.05,1.301029996,0.2,0.698970004,,,,
CC(C)(C)OC(=O)N1CC[C@](CC#N)(n2nc(Nc3ccc(S(C)(=O)=O)cc3)c3c(O)nccc32)[C@@H](F)C1,0.27,0.568636236,17.7,-1.247973266,,,,
CC(C)(C)OC(=O)N1CC[C@H](C#N)[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,6,-0.77815125,39,-1.591064607,,,,
CC(C)(C)OC(=O)N1CC[C@H](C#N)[C@@H](n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,5,-0.698970004,41,-1.612783857,,,,
CC(C)(C)OC(=O)N1CC[C@H](n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)[C@@H](C#N)C1,24,-1.380211242,496,-2.695481676,,,,
CC(C)(C)OC(=O)N1CC[C@H](n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)[C@@H](C#N)C1,27,-1.431363764,367,-2.564666064,,,,
CC(C)(C)OC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,154,-2.187520721,841,-2.924795996,,,,
CC(C)(C)OC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccccc3)n2)[C@@H](C#N)C1,24,-1.380211242,496,-2.695481676,,,,
CC(C)(C)OC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccccc3)n2)[C@H](C#N)C1,108,-2.033423755,1270,-3.103803721,,,,
CC(C)(C)OC(=O)N1CC[C@H](NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,29,-1.462397998,340,-2.531478917,,,510,-2.707570176
CC(C)(C)OC(=O)N1CC[C@H](NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,29,-1.462397998,340,-2.531478917,,,510,-2.707570176
CC(C)(C)OC(=O)N1CC2(C1)CC(CC#N)(n1cc(C(=N)O)c(=Nc3ccccc3)[nH]1)C2,198,-2.29666519,1481,-3.170555059,,,,
CC(C)(C)OC(=O)N1CC2(C1)CC(CC#N)(n1cc(C(N)=O)c(Nc3ccccc3)n1)C2,198,-2.29666519,1481,-3.170555059,,,,
CC(C)(C)OC(=O)N1CCC(C(C#N)C2CC2)(n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)CC1,271,-2.432969291,738,-2.868056362,,,,
CC(C)(C)OC(=O)N1CCC(C(C#N)C2CC2)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,271,-2.432969291,738,-2.868056362,,,,
CC(C)(C)OC(=O)N1CCC(c2ccc(N=c3nc4c(-c5cnn(-c6ccc(F)cc6)c5)cccn4[nH]3)cc2)CC1,,,1108.85,-3.044872801,,,,
CC(C)(C)OC(=O)N1CCC(c2ccc(Nc3nc4c(-c5ccc(C#N)cc5)cccn4n3)cc2)CC1,,,61.59,-1.789510204,3280,-3.515873844,,
CC(C)(C)OC(=O)N1CCC(c2ccc(Nc3nc4c(-c5ccc(F)cc5)cccn4n3)cc2)CC1,,,360.56,-2.556977545,9999,-3.999956568,,
CC(C)(C)OC(=O)N1CCC(c2ccc(Nc3nc4c(-c5cnn(-c6ccc(F)cc6)c5)cccn4n3)cc2)CC1,,,1108.85,-3.044872801,9999,-3.999956568,,
CC(C)(C)OC(=O)N1CCC(c2cccc(N=c3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4[nH]3)c2)CC1,,,1.9,-0.278753601,,,,
CC(C)(C)OC(=O)N1CCC(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,,,1.9,-0.278753601,233,-2.367355921,,
CC(C)(C)OC(=O)N1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,160,-2.204119983,740,-2.86923172,7920,-3.898725182,5300,-3.72427587
CC(C)(C)OC(=O)N1CCC(CC#N)(n2[nH]c(=Nc3cc(Cn4cccn4)cc(Cn4cccn4)c3)c3c(O)nccc32)CC1,1.07,-0.029383778,0.46,0.337242168,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2[nH]c(=Nc3cc(Cn4ccnn4)cc(Cn4ccnn4)c3)c3c(O)nccc32)CC1,0.31,0.508638306,0.32,0.494850022,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2[nH]c(=Nc3ccc(S(=O)(=O)NCC4CC4)c(F)c3)c3c(O)nccc32)CC1,0.65,0.187086643,0.91,0.040958608,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2[nH]c(=NC3CCC3)c3c(O)nccc32)CC1,67.6,-1.829946696,,,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2[nH]c(=Nc3cccc(S(C)(=O)=O)c3)c3c(O)nccc32)CC1,0.5,0.301029996,4.86,-0.686636269,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2[nH]c(=Nc3ccccc3)c3c(O)nccc32)CC1,0.45,0.346787486,11.9,-1.075546961,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2[nH]c(=Nc3ccnc(F)c3)c3c(O)nccc32)CC1,0.18,0.744727495,2.12,-0.326335861,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2[nH]c(=NCC3CC3)c3c(O)nccc32)CC1,49.9,-1.698100546,39.8,-1.599883072,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cc(Cl)nc(Cl)c3)[nH]2)CC1,1,0,33,-1.51851394,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cc(F)cc(F)c3)[nH]2)CC1,2,-0.301029996,42,-1.62324929,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cc(F)ccn3)[nH]2)CC1,15,-1.176091259,903,-2.95568775,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccc(C#N)c(F)c3)[nH]2)CC1,0.4,0.397940009,7,-0.84509804,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccc(C#N)nc3)[nH]2)CC1,0.5,0.301029996,6,-0.77815125,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccc(C(=O)N4CCOCC4)c(F)c3)[nH]2)CC1,0.2,0.698970004,0.7,0.15490196,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccc(C(C)(C)O)nc3)[nH]2)CC1,0.8,0.096910013,3,-0.477121255,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccc(F)c(F)c3)[nH]2)CC1,1,0,24,-1.380211242,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccc(F)nc3)[nH]2)CC1,0.8,0.096910013,7,-0.84509804,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cccc(Br)c3)[nH]2)CC1,1,0,37,-1.568201724,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cccc(-c4ccc(Cl)cc4)c3)[nH]2)CC1,148,-2.170261715,1481,-3.170555059,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cccc(-c4ccc(F)cc4)c3)[nH]2)CC1,51,-1.707570176,1104,-3.042969073,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cccc(-c4ccc(O)cc4)c3)[nH]2)CC1,14,-1.146128036,293,-2.46686762,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cccc(-c4ccc5ccccc5c4)c3)[nH]2)CC1,644,-2.808885867,1481,-3.170555059,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cccc(-c4cccc(Cl)c4)c3)[nH]2)CC1,161,-2.206825876,1481,-3.170555059,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cccc(-c4ccccc4)c3)[nH]2)CC1,341,-2.532754379,1050,-3.021189299,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cccc(-c4ccccc4F)c3)[nH]2)CC1,31,-1.491361694,841,-2.924795996,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cccc(-c4ccccc4O)c3)[nH]2)CC1,13,-1.113943352,182,-2.260071388,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cccc(Cn4nnc5ccccc54)c3)[nH]2)CC1,0.5,0.301029996,18,-1.255272505,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)C1,2,-0.301029996,27,-1.431363764,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)CC1,1,0,27,-1.431363764,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccccn3)[nH]2)CC1,8,-0.903089987,466,-2.668385917,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cccnc3)[nH]2)CC1,0.5,0.301029996,4,-0.602059991,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccnc(C(F)(F)F)c3)[nH]2)CC1,0.4,0.397940009,10,-1,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccnc(F)c3)[nH]2)CC1,0.2,0.698970004,5,-0.698970004,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccncn3)[nH]2)CC1,3,-0.477121255,139,-2.1430148,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccnnc3)[nH]2)CC1,0.4,0.397940009,15,-1.176091259,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cnc(C#N)nc3)[nH]2)CC1,3,-0.477121255,38,-1.579783597,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3cncc(F)c3)[nH]2)CC1,1,0,16,-1.204119983,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(N=c3cc[nH]cc3)n2)CC1,0.3,0.522878745,10,-1,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(N=c3cccn[nH]3)n2)CC1,26,-1.414973348,179,-2.252853031,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(C(=O)C(F)(F)F)cc3)n2)CC1,0.2,0.698970004,3,-0.477121255,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)CC1,0.3,0.522878745,0.7,0.15490196,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)n2)CC1,0.5,0.301029996,1,0,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(C(C)(C)O)cc3)n2)CC1,0.3,0.522878745,3,-0.477121255,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(CC(=O)O)cc3)n2)CC1,0.1,1,10,-1,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)CC1,0.8,0.096910013,21,-1.322219295,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)CC1,2,-0.301029996,13,-1.113943352,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CC1,0.09,1.045757491,0.6,0.22184875,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)C1,0.2,0.698970004,2,-0.301029996,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)CC1,0.1,1,1,0,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(S(N)(=O)=O)cc3)n2)CC1,0.1,1,1,0,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cc(Cl)nc(Cl)c3)n2)CC1,1,0,33,-1.51851394,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cc(F)cc(F)c3)n2)CC1,2,-0.301029996,42,-1.62324929,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(Br)cc3)n2)CC1,0.5,0.301029996,23,-1.361727836,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C#N)c(F)c3)n2)CC1,0.4,0.397940009,7,-0.84509804,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C#N)cc3)n2)CC1,0.2,0.698970004,6,-0.77815125,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C#N)nc3)n2)CC1,0.5,0.301029996,6,-0.77815125,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(=O)C(F)(F)F)cc3)n2)CC1,0.2,0.698970004,3,-0.477121255,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(=O)N4CCOCC4)c(F)c3)n2)CC1,0.2,0.698970004,0.7,0.15490196,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)CC1,0.3,0.522878745,0.7,0.15490196,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)n2)CC1,0.5,0.301029996,1,0,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(C)(C)O)nc3)n2)CC1,0.8,0.096910013,3,-0.477121255,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(CC(=O)O)cc3)n2)CC1,0.1,1,10,-1,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)c(F)c3)n2)CC1,1,0,24,-1.380211242,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,0.8,0.096910013,21,-1.322219295,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cn3)n2)CC1,4,-0.602059991,183,-2.26245109,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CC1,0.09,1.045757491,0.6,0.22184875,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)C1,0.2,0.698970004,2,-0.301029996,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)CC1,0.1,1,1,0,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(N)(=O)=O)cc3)n2)CC1,0.1,1,1,0,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cccc(Br)c3)n2)CC1,1,0,37,-1.568201724,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cccc(-c4ccc5ccccc5c4)c3)n2)CC1,644,-2.808885867,1481,-3.170555059,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cccc(-c4cccc(Cl)c4)c3)n2)CC1,161,-2.206825876,1481,-3.170555059,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cccc(-c4ccccc4)c3)n2)CC1,341,-2.532754379,1050,-3.021189299,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cccc(Cn4ccnc4)c3)n2)CC1,0.6,0.22184875,11,-1.041392685,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cccc(Cn4nnc5ccccc54)c3)n2)CC1,0.5,0.301029996,18,-1.255272505,,,,
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,2,-0.301029996,27,-1.431363764,,,,
