SMILES,JAK1,JAK1_true,JAK1_IC50,pIC50_JAK1,JAK2,JAK2_true,JAK2_IC50,pIC50_JAK2,JAK3,JAK3_true,JAK3_IC50,pIC50_JAK3,TYK2,TYK2_true,TYK2_IC50,pIC50_TYK2
N#CC(=C(N)Sc1ccc(N)cc1)c1ccccc1C(F)(F)F,106.31,0,20000,-4.301029996,98.74,0,20000,-4.301029996,101.39,0,20000,-4.301029996,102.11,0,20000,-4.301029996
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,100.33,0,20000,-4.301029996,97.76,0,20000,-4.301029996,97.99,0,20000,-4.301029996,99.85,0,20000,-4.301029996
CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12,101.28,0,20000,-4.301029996,98.31,0,20000,-4.301029996,102.85,0,20000,-4.301029996,111.47,0,20000,-4.301029996
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,110.42,0,20000,-4.301029996,98.16,0,20000,-4.301029996,99.36,0,20000,-4.301029996,98.92,0,20000,-4.301029996
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,107.91,0,20000,-4.301029996,102.59,0,20000,-4.301029996,100.63,0,20000,-4.301029996,100.31,0,20000,-4.301029996
O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,103.34,0,20000,-4.301029996,99.5,0,20000,-4.301029996,106.05,0,20000,-4.301029996,102.32,0,20000,-4.301029996
COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,104.3,0,20000,-4.301029996,99.95,0,20000,-4.301029996,108.04,0,20000,-4.301029996,116.98,0,20000,-4.301029996
O=C1C(Cl)=C(N2C(=O)CCC2=O)C(=O)c2ccccc21,106.88,0,20000,-4.301029996,103.67,0,20000,-4.301029996,101.21,0,20000,-4.301029996,101.96,0,20000,-4.301029996
CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,102.34,0,20000,-4.301029996,99.02,0,20000,-4.301029996,101.63,0,20000,-4.301029996,107.22,0,20000,-4.301029996
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,110.77,0,20000,-4.301029996,104.07,0,20000,-4.301029996,105.17,0,20000,-4.301029996,98.49,0,20000,-4.301029996
Cc1nc2cc3nc(-c4cccs4)cnc3cc2n1C,105.3,0,20000,-4.301029996,105.6,0,20000,-4.301029996,107.31,0,20000,-4.301029996,102.09,0,20000,-4.301029996
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,101.57,0,20000,-4.301029996,100.79,0,20000,-4.301029996,99.76,0,20000,-4.301029996,97.85,0,20000,-4.301029996
CCn1cnc2c(Nc3cccc(Cl)c3)nc(NC3CCCCC3N)nc21,98.58,0,20000,-4.301029996,104.48,0,20000,-4.301029996,99.64,0,20000,-4.301029996,110.07,0,20000,-4.301029996
NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCCO4)c(-c3ccccn3)[nH]2)cc1,98.06,0,20000,-4.301029996,102.74,0,20000,-4.301029996,101.91,0,20000,-4.301029996,107.96,0,20000,-4.301029996
